time,user_id,media_name,delta,beta1,beta2,totalPower,attention,meditation,FPOGX
1357.9,USER_20,NewMedia5,9794,7352,3012,55151, 44, 30,0.47003
1358.9,USER_20,NewMedia5,14663,2425,2200,37458, 51, 47,0.4402
1359.9,USER_20,NewMedia5,4844,4166,1790,23672, 43, 60,0.55291
1360.9,USER_20,NewMedia5,11269,698,1610,30132, 57, 57,0.29825
1361.9,USER_20,NewMedia5,54497,1844,1520,89015, 53, 43,0.27283
1362.9,USER_20,NewMedia5,10219,1755,1248,25163, 53, 37,0.3337
1363.9,USER_20,NewMedia5,7136,1936,1288,24120, 50, 40,0.44283
1364.9,USER_20,NewMedia5,1273,1201,4502,14390, 69, 43,0.71366
1366.0,USER_20,NewMedia5,509818,10004,6246,651798, 69, 44,0.24894
1366.9,USER_20,NewMedia5,23543,1416,3856,42949, 78, 44,0.37379
1367.9,USER_20,NewMedia5,1890,379,584,10832, 77, 53,0.31595
1368.9,USER_20,NewMedia5,45083,8211,1600,88418, 48, 54,0.43207
1369.9,USER_20,NewMedia5,8651,3437,2629,26380, 64, 70,0.58165
1370.9,USER_20,NewMedia5,12156,2591,2471,38581, 56, 70,0.63501
1371.9,USER_20,NewMedia5,2092,1223,1880,11886, 69, 57,0.36319
1373.0,USER_20,NewMedia5,6678,737,1729,18253, 87, 63,0.36953
1373.9,USER_20,NewMedia5,46111,768,2539,64437, 83, 64,0.70029
1374.9,USER_20,NewMedia5,64334,683,368,90327, 63, 67,0.26183
1375.9,USER_20,NewMedia5,7901,1426,1266,25250, 48, 67,0.2571
1376.9,USER_20,NewMedia5,5637,1154,2001,24117, 43, 67,0.25435
1377.9,USER_20,NewMedia5,92180,7746,3541,176272, 29, 56,0.49658
1378.9,USER_20,NewMedia5,13491,1341,1388,31042, 48, 57,0.31027
1379.9,USER_20,NewMedia5,1346,2190,2318,12695, 63, 60,0.46389
1380.9,USER_20,NewMedia5,5807,2394,1539,29793, 57, 60,0.33302
1381.9,USER_20,NewMedia5,768904,8700,6688,934488, 60, 67,0.29802
1382.9,USER_20,NewMedia5,16733,2480,3255,89257, 51, 75,0.31555
1383.9,USER_20,NewMedia5,33870,1922,2468,102226, 26, 74,0.2813
1384.9,USER_20,NewMedia5,3357,2054,2350,20930, 37, 66,0.45881
1385.9,USER_20,NewMedia5,17942,2707,1976,40433, 43, 70,0.43285
1386.9,USER_20,NewMedia5,103119,11301,6290,178410, 51, 64,0.26613
1387.9,USER_20,NewMedia5,14020,1572,2960,27737, 77, 69,0.31877
1388.9,USER_20,NewMedia5,6461,1949,1083,47705, 56, 77,0.52184
1389.9,USER_20,NewMedia5,3216,1285,2449,24604, 57, 75,0.45322
1391.0,USER_20,NewMedia5,315708,1301,1027,336004, 53, 74,0.24127
1391.9,USER_20,NewMedia5,20865,5493,3093,91290, 30, 67,0.43488
1392.9,USER_20,NewMedia5,17081,2085,1519,40368, 41, 57,0.37901
1393.9,USER_20,NewMedia5,8800,1703,1727,39893, 35, 56,0.26401
1394.9,USER_20,NewMedia5,9052,944,2333,31209, 41, 53,0.46986
1395.9,USER_20,NewMedia5,6421,2832,2905,31550, 53, 63,0.66558
1396.9,USER_20,NewMedia5,1623,810,1973,15731, 61, 78,0.52058
1398.0,USER_20,NewMedia5,11721,2271,2444,37853, 66, 81,0.59025
1398.9,USER_20,NewMedia5,2093,664,2472,30383, 64, 84,0.5243
1399.9,USER_20,NewMedia5,11472,1284,1873,46166, 54, 75,0.64816
1400.9,USER_20,NewMedia5,21811,2081,1632,47881, 47, 69,0.68701
1401.9,USER_20,NewMedia5,4610,1015,1522,15613, 51, 69,0.27202
1402.9,USER_20,NewMedia5,5290,1344,1835,28742, 51, 77,0.34084
1403.9,USER_20,NewMedia5,20519,3170,2423,63222, 53, 66,0.42016
1404.9,USER_20,NewMedia5,1710,2329,1246,21930, 53, 60,0.28943
1405.9,USER_20,NewMedia5,133793,1554,1325,152874, 44, 57,0.39986
1406.9,USER_20,NewMedia5,438165,135060,188792,1179689, 57, 40,0.35678
1407.9,USER_20,NewMedia5,6404,1498,2814,21822, 70, 47,0.37007
1409.0,USER_20,NewMedia5,24895,2613,1759,49847, 74, 50,0.61199
1409.9,USER_20,NewMedia5,6199,1383,1403,21268, 77, 50,0.25691
1410.9,USER_20,NewMedia5,18786,1169,2666,53291, 61, 47,0.29697
1411.9,USER_20,NewMedia5,237527,10943,9144,320317, 57, 50,0.29978
1412.9,USER_20,NewMedia5,1437025,4145,2319,1474273, 56, 53,0.36817
1413.9,USER_20,NewMedia5,843681,24262,13490,1108543, 50, 50,0.60167
1414.9,USER_20,NewMedia5,62742,6978,7293,197402, 47, 53,0.58531
1416.0,USER_20,NewMedia5,36538,626,2034,80209, 35, 48,0.32715
1416.9,USER_20,NewMedia5,38735,1387,1969,67186, 35, 61,0.31602
1417.9,USER_20,NewMedia5,17030,741,2379,33300, 47, 64,0.34034
1418.9,USER_20,NewMedia5,2988,703,1324,17225, 53, 80,0.42973
1419.9,USER_20,NewMedia5,419967,182918,194646,1328546, 70, 84,0.4493
1420.9,USER_20,NewMedia5,76624,14987,7171,196647, 69, 74,0.7024
1421.9,USER_20,NewMedia5,29389,1997,3658,81212, 61, 74,0.30755
1422.9,USER_20,NewMedia5,64646,2817,2305,83398, 66, 54,0.71732
1423.9,USER_20,NewMedia5,1323,1146,2000,14237, 63, 51,0.28382
1424.9,USER_20,NewMedia5,13146,1119,1515,31035, 64, 56,0.38155
1425.9,USER_20,NewMedia5,2133,588,1684,18162, 69, 54,0.36809
1426.9,USER_20,NewMedia5,18018,585,1246,29289, 67, 74,0.35366
1427.9,USER_20,NewMedia5,75936,946,1000,96409, 54, 78,0.27231
1428.9,USER_20,NewMedia5,5207,585,581,18076, 50, 88,0.6286
1429.9,USER_20,NewMedia5,2170,1261,1557,19319, 50, 87,0.28204
1430.9,USER_20,NewMedia5,219645,5250,1235,255374, 37, 78,0.70838
1431.9,USER_20,NewMedia5,438691,7975,9133,525809, 44, 70,0.34148
1432.9,USER_20,NewMedia5,783133,11141,8090,876798, 51, 63,0.30299
1434.0,USER_20,NewMedia5,390473,6723,14821,463570, 60, 67,0.35322
1434.9,USER_20,NewMedia5,1173026,15298,11316,1370644, 64, 66,0.3081
1435.9,USER_20,NewMedia5,77380,873,1593,113179, 56, 74,0.49157
1436.9,USER_20,NewMedia5,6652,1129,1319,25838, 53, 74,0.18914
1437.9,USER_20,NewMedia5,286835,21137,12474,558175, 35, 70,0.68973
1438.9,USER_20,NewMedia5,120363,2266,833,160157, 24, 64,0.23924
1439.9,USER_20,NewMedia5,2695082,57497,27397,3168452, 27, 60,0.41615
1440.9,USER_20,NewMedia17,535497,5787,6201,619011, 27, 51,0.44258
1441.9,USER_20,NewMedia17,287142,1329,3610,329201, 34, 43,0.47615
1442.9,USER_20,NewMedia17,321070,8436,10457,589545, 40, 50,0.54029
1443.9,USER_20,NewMedia17,16567,2899,3012,43437, 47, 48,0.36829
1444.9,USER_20,NewMedia17,11949,2845,2986,24561, 64, 41,0.79474
1445.9,USER_20,NewMedia17,41407,3712,1448,103711, 51, 40,0.55559
1448.9,USER_20,NewMedia17,913983,12590,15727,1113724, 60, 47,0.55775
1449.9,USER_20,NewMedia17,1478477,23402,18928,1656163, 57, 43,0.54778
1450.9,USER_20,NewMedia17,905501,96385,18735,1705338, 29, 54,0.52519
1452.0,USER_20,NewMedia17,1062579,16379,10622,1180649, 44, 64,0.51348
1452.9,USER_20,NewMedia17,437022,2250,3327,470112, 47, 48,0.4805
1453.9,USER_20,NewMedia17,162700,6614,6979,241063, 44, 63,0.39332
1454.9,USER_20,NewMedia17,8600,2246,2247,30824, 60, 48,0.37623
1455.9,USER_20,NewMedia17,31691,8046,2692,99506, 51, 43,0.39737
1456.9,USER_20,NewMedia17,193960,7425,8001,316210, 47, 35,0.40222
1457.9,USER_20,NewMedia17,9567,566,1674,28916, 47, 24,0.39505
1458.9,USER_20,NewMedia17,87500,1552,1644,114176, 40, 26,0.35465
1459.9,USER_20,NewMedia17,2795,1188,762,14274, 44, 35,0.34403
1460.9,USER_20,NewMedia17,4289,1504,813,10714, 56, 56,0.33353
1461.9,USER_20,NewMedia17,2224,1252,1166,22264, 51, 67,0.41131
1462.9,USER_20,NewMedia17,3569,638,1187,11915, 63, 88,0.37112
1463.9,USER_20,NewMedia17,1139,2637,1083,12936, 69, 90,0.44777
1464.9,USER_20,NewMedia17,6717,1372,1874,15295, 77, 91,0.62929
1465.9,USER_20,NewMedia17,699,564,716,8722, 83, 81,0.56095
1466.9,USER_20,NewMedia17,2254,1319,1633,10880, 87, 78,0.0
1467.9,USER_20,NewMedia17,3619,553,1080,11287, 88, 78,0.0
1468.9,USER_20,NewMedia13,1970,1378,1435,8189, 90, 70,0.44038
1469.9,USER_20,NewMedia13,792,617,2215,9736, 100, 69,0.54021
1470.9,USER_20,NewMedia13,81006,2697,1852,106311, 90, 66,0.53549
1471.9,USER_20,NewMedia13,5613,634,1824,19130, 88, 60,0.53665
1472.9,USER_20,NewMedia13,1689,1419,1248,10626, 81, 56,0.50576
1473.9,USER_20,NewMedia13,98775,2012,2356,116692, 74, 54,0.40462
1474.9,USER_20,NewMedia13,883,1316,1161,16912, 74, 50,0.49736
1477.9,USER_20,NewMedia13,8867,831,941,22545, 66, 57,0.48297
1479.9,USER_20,NewMedia13,60166,3095,3893,113807, 57, 57,0.5042
1480.9,USER_20,NewMedia13,183542,16089,7584,409054, 41, 51,0.52067
1481.9,USER_20,NewMedia13,2161526,66397,17098,3010466, 26, 57,0.55166
1482.9,USER_20,NewMedia13,1137301,8202,5101,1311976, 14, 38,0.49352
1484.0,USER_20,NewMedia13,65063,4338,1418,95995, 10, 38,0.42129
1484.9,USER_20,NewMedia13,10092,366,1812,21667, 26, 47,0.44471
1485.9,USER_20,NewMedia13,7639,6325,1611,45189, 37, 44,0.51012
1486.9,USER_20,NewMedia13,20220,3716,4904,91292, 44, 43,0.40672
1487.9,USER_20,NewMedia13,1576726,7846,20021,1744164, 54, 56,0.40421
1488.9,USER_20,NewMedia13,1606637,6143,1749,1647712, 40, 66,0.43368
1489.9,USER_20,NewMedia13,545619,26332,22420,729365, 51, 57,0.191
1490.9,USER_20,NewMedia13,46617,1934,1365,88794, 44, 78,0.50493
1491.9,USER_20,NewMedia13,5561,1570,1039,29768, 35, 75,0.52165
1492.9,USER_20,NewMedia13,13727,5200,3039,45830, 44, 67,0.42741
1493.9,USER_20,NewMedia13,383022,43843,21463,642439, 40, 69,0.45705
1495.0,USER_20,NewMedia13,22882,6545,6126,70505, 56, 60,0.55198
1495.9,USER_20,NewMedia13,20949,1684,1545,44204, 60, 57,0.42087
1496.9,USER_20,NewMedia13,203076,3803,2294,269201, 48, 47,0.45944
1497.9,USER_20,NewMedia13,407691,5175,8833,615163, 40, 50,0.43369
1498.9,USER_20,NewMedia13,620959,15520,6174,746010, 29, 50,0.23141
1499.9,USER_20,NewMedia13,11897,2433,1545,31214, 30, 44,0.0
1500.9,USER_20,NewMedia13,12830,3342,1700,36087, 41, 50,0.83806
1502.0,USER_20,NewMedia13,57266,14888,1129,109682, 35, 56,0.1671
1502.9,USER_20,NewMedia13,118106,4531,2083,191057, 27, 50,0.0
1503.9,USER_20,NewMedia13,7911,1970,2198,20898, 40, 48,0.4365
1504.9,USER_20,NewMedia13,6427,438,920,22943, 35, 56,0.45266
1505.9,USER_20,NewMedia13,10870,2335,3266,27179, 60, 54,0.42868
1506.9,USER_20,NewMedia13,19095,2514,1106,38501, 69, 66,0.44525
1507.9,USER_20,NewMedia13,15692,4634,2773,36867, 66, 67,0.2089
1509.0,USER_20,NewMedia13,42118,1140,1322,82013, 61, 53,0.511
1509.9,USER_20,NewMedia15,625259,7497,9932,796625, 43, 38,0.33445
1511.9,USER_20,NewMedia15,906882,5903,1935,963156, 35, 30,0.45749
1513.0,USER_20,NewMedia15,1075646,3905,2123,1164695, 14, 37,0.52204
1513.9,USER_20,NewMedia15,557144,25282,10133,748043, 20, 47,0.52498
1514.9,USER_20,NewMedia15,1358137,54101,41464,1716110, 29, 60,0.50195
1515.9,USER_20,NewMedia15,1481761,137001,171913,2312738, 50, 67,0.42629
1516.9,USER_20,NewMedia15,3389,755,2909,13777, 80, 69,0.52279
1517.9,USER_20,NewMedia15,15997,2649,1805,37148, 88, 61,0.39837
1518.9,USER_20,NewMedia15,762186,39796,23065,1335850, 75, 53,0.5422
1520.0,USER_20,NewMedia15,1169286,11702,25831,1415692, 66, 51,0.50812
1520.9,USER_20,NewMedia15,1324996,10536,6401,1534779, 38, 37,0.43226
1521.9,USER_20,NewMedia15,29429,2520,2132,44192, 43, 37,0.45853
1522.9,USER_20,NewMedia15,79388,1988,2279,137846, 43, 34,0.46733
1523.9,USER_20,NewMedia15,169527,18117,7035,234446, 48, 30,0.52697
1524.9,USER_20,NewMedia15,5715,1399,1524,19214, 63, 47,0.44035
1525.9,USER_20,NewMedia15,20980,3761,2324,41180, 61, 54,0.45333
1526.9,USER_20,NewMedia15,93527,1870,1517,126230, 63, 64,0.53365
1527.9,USER_20,NewMedia15,21047,824,840,40316, 48, 57,0.44362
1528.9,USER_20,NewMedia15,3058,4613,1372,20473, 48, 57,0.41597
1529.9,USER_20,NewMedia15,5776,3945,1544,22721, 47, 57,0.48129
1530.9,USER_20,NewMedia15,8939,1647,1770,42234, 48, 60,0.41565
1532.0,USER_20,NewMedia15,5818,851,1495,23534, 54, 57,0.43038
1532.9,USER_20,NewMedia15,12026,1516,2048,27609, 57, 66,0.57639
1533.9,USER_20,NewMedia15,22883,1138,1682,42465, 56, 66,0.50917
1534.9,USER_20,NewMedia15,3797,717,2301,15075, 74, 63,0.44589
1535.9,USER_20,NewMedia15,2825,904,2126,16216, 81, 69,0.52512
1536.9,USER_20,NewMedia15,4554,2335,2098,16894, 87, 57,0.42442
1538.0,USER_20,NewMedia15,9587,1488,2185,23461, 93, 60,0.43783
1538.9,USER_20,NewMedia15,560234,21792,9137,729831, 77, 54,0.42752
1539.9,USER_20,NewMedia15,1476599,21470,6329,1633675, 61, 41,0.45118
1540.9,USER_20,NewMedia15,444910,6395,9041,538640, 51, 47,0.46966
1541.9,USER_20,NewMedia15,10117,2778,1765,30467, 47, 41,0.44069
1542.9,USER_20,NewMedia15,22298,2108,3005,57190, 50, 53,0.76562
1543.9,USER_20,NewMedia15,8458,4134,3624,48264, 57, 69,0.49821
1545.0,USER_20,NewMedia15,11037,3092,2888,29800, 64, 66,0.0
1545.9,USER_20,NewMedia15,2514,5415,6200,148475, 54, 64,0.50811
1546.9,USER_20,NewMedia15,8138,957,1105,25585, 51, 67,0.64235
1547.9,USER_20,NewMedia15,7895,5199,1431,40246, 44, 63,0.42539
1548.9,USER_20,NewMedia15,588367,21268,4698,712204, 29, 63,0.64871
1549.9,USER_20,NewMedia15,2002,764,2021,9143, 54, 66,0.54458
1550.9,USER_20,NewMedia23,7588,595,1289,13293, 74, 63,0.24364
1551.9,USER_20,NewMedia23,10383,1250,1064,27612, 77, 53,0.1365
1552.9,USER_20,NewMedia23,3430,483,1173,11250, 93, 64,0.23072
1553.9,USER_20,NewMedia23,5065,3790,1557,41230, 67, 66,0.47903
1554.9,USER_20,NewMedia23,32587,1892,2382,63483, 51, 60,0.64956
1556.0,USER_20,NewMedia23,27964,1392,3050,68959, 51, 66,0.11082
1556.9,USER_20,NewMedia23,59551,9474,4514,200498, 29, 53,0.30442
1557.9,USER_20,NewMedia23,152875,28188,13404,457895, 29, 44,0.57583
1558.9,USER_20,NewMedia23,260980,2020,1195,297993, 20, 51,0.77999
1559.9,USER_20,NewMedia23,7750,1971,1367,24373, 23, 44,0.28155
1560.9,USER_20,NewMedia23,501320,7295,8722,580374, 38, 47,0.48784
1562.9,USER_20,NewMedia23,28047,1286,1133,60395, 37, 38,0.27069
1563.9,USER_20,NewMedia23,861015,4742,5242,942131, 43, 43,0.33398
1564.9,USER_20,NewMedia23,562015,50749,28969,944935, 43, 51,0.34283
1565.9,USER_20,NewMedia23,553148,15869,10042,662042, 41, 44,0.52607
1566.9,USER_20,NewMedia23,198420,14170,6619,278652, 50, 56,0.4184
1567.9,USER_20,NewMedia23,2015,1068,2738,18135, 63, 51,0.4554
1568.9,USER_20,NewMedia23,80046,5394,7269,142952, 66, 43,0.64282
1569.9,USER_20,NewMedia23,361624,21635,15265,639880, 60, 44,0.86901
1570.9,USER_20,NewMedia23,87906,2335,1976,103491, 66, 53,0.1691
1571.9,USER_20,NewMedia23,100714,4537,3681,222240, 48, 67,0.35418
1572.9,USER_20,NewMedia23,126178,1128,1092,136034, 48, 77,0.29944
1573.9,USER_20,NewMedia23,71290,7970,5622,141187, 53, 96,0.49807
1574.9,USER_20,NewMedia23,658404,14585,7732,863570, 38, 87,0.13191
1575.9,USER_20,NewMedia23,67177,6313,9091,129707, 56, 69,0.0
1576.9,USER_20,NewMedia23,341778,11967,6936,417545, 56, 74,0.53536
1577.9,USER_20,NewMedia23,3863,2913,2066,17984, 67, 54,0.37886
1578.9,USER_20,NewMedia23,31994,605,1374,63712, 67, 50,0.54071
1579.9,USER_20,NewMedia23,18538,1235,580,26307, 60, 51,0.75991
1581.0,USER_20,NewMedia23,8116,1386,1161,22118, 57, 47,0.15439
1581.9,USER_20,NewMedia23,102735,5200,2152,138873, 44, 56,0.2504
1582.9,USER_20,NewMedia23,1854,1953,1666,13826, 61, 77,0.5144
1583.9,USER_20,NewMedia23,474894,27457,8603,670310, 54, 69,0.804
1584.9,USER_20,NewMedia23,15401,7683,1319,50251, 44, 74,0.21702
1585.9,USER_20,NewMedia23,6925,3382,1322,21315, 51, 61,0.41817
1586.9,USER_20,NewMedia23,84075,5074,2273,139656, 35, 43,0.31262
1587.9,USER_20,NewMedia23,7706,4232,3357,52855, 41, 47,0.54795
1588.9,USER_20,NewMedia23,16929,2886,2674,42581, 50, 51,0.30271
1589.9,USER_20,NewMedia23,93116,795,1222,103259, 50, 56,0.56607
1590.9,USER_20,NewMedia23,13741,998,2166,29860, 64, 81,0.83453
1591.9,USER_20,NewMedia23,33655,1197,2244,46162, 77, 88,0.26353
1592.9,USER_20,NewMedia23,1491,1513,2131,24127, 77, 93,0.52821
1593.9,USER_20,NewMedia23,34852,4947,3885,74211, 75, 91,0.85766
1594.9,USER_20,NewMedia23,41607,2182,1053,63261, 64, 80,0.10527
1595.9,USER_20,NewMedia23,9287,1249,1354,22538, 56, 69,0.29851
1596.9,USER_20,NewMedia23,5499,2035,1285,29055, 50, 51,0.5917
1599.0,USER_20,NewMedia23,101671,5132,1103,133692, 38, 63,0.26784
1599.9,USER_20,NewMedia23,354537,6538,4241,454844, 35, 41,0.60457
1600.9,USER_20,NewMedia23,310066,9012,4639,450494, 23, 51,0.90139
1601.9,USER_20,NewMedia23,81792,2147,1363,100153, 26, 50,0.12656
1602.9,USER_20,NewMedia23,312677,3612,4285,399654, 29, 41,0.1347
1603.9,USER_20,NewMedia23,20038,4073,6455,57358, 44, 53,0.40196
1604.9,USER_20,NewMedia23,133517,3108,2513,151700, 63, 29,0.60574
1606.0,USER_20,NewMedia23,13702,1842,1481,45780, 56, 38,0.85147
1606.9,USER_20,NewMedia23,17191,3768,2391,43826, 63, 35,0.22993
1607.9,USER_20,NewMedia23,342032,4598,8858,434482, 56, 43,0.36936
1608.9,USER_20,NewMedia23,41124,2955,1371,77690, 40, 61,0.66089
1609.9,USER_20,NewMedia23,227450,13435,4733,371414, 38, 56,0.86921
1610.9,USER_20,NewMedia23,6471,1144,1195,29365, 30, 70,0.15625
1611.9,USER_20,NewMedia23,59735,2358,4484,112843, 29, 57,0.44729
1612.9,USER_20,NewMedia23,759534,7615,13489,1133182, 27, 53,0.74578
1613.9,USER_20,NewMedia23,2469,1289,1382,17683, 40, 56,0.81305
1614.9,USER_20,NewMedia23,487329,7662,11488,689947, 40, 37,0.13234
1615.9,USER_20,NewMedia23,8881,1741,1263,23521, 41, 50,0.24601
1616.9,USER_20,NewMedia23,6566,1769,1392,18302, 56, 51,0.46523
1617.9,USER_20,NewMedia23,1279205,32846,10642,1687115, 43, 37,0.76862
1618.9,USER_20,NewMedia23,31135,1615,1433,49783, 48, 43,0.11678
1619.9,USER_20,NewMedia23,402351,3128,7804,636850, 35, 24,0.2316
1620.9,USER_20,NewMedia23,150898,9317,4243,183162, 38, 26,0.43324
1621.9,USER_20,NewMedia23,13197,2953,810,26145, 50, 41,0.78515
1622.9,USER_20,NewMedia23,6915,871,789,17270, 50, 54,0.16805
1624.0,USER_20,NewMedia23,383702,10859,8334,466613, 63, 75,0.43503
1624.9,USER_20,NewMedia23,8573,2466,1122,22970, 56, 87,0.74406
1625.9,USER_20,NewMedia23,18625,877,1844,46025, 53, 97,0.26075
1626.9,USER_20,NewMedia23,2513,749,668,23161, 43, 100,0.27734
1627.9,USER_20,NewMedia23,761807,9059,7180,855305, 40, 84,0.74162
1628.9,USER_20,NewMedia23,3041,336,1388,12855, 47, 78,0.74651
1629.9,USER_20,NewMedia23,9620,691,2981,38046, 51, 67,0.09246
1630.9,USER_20,NewMedia23,8789,2203,2351,33500, 63, 56,0.18403
1631.9,USER_20,NewMedia23,8467,3993,2229,33481, 66, 63,0.54723
1632.9,USER_20,NewMedia23,7674,1742,1955,27209, 61, 64,0.11796
1633.9,USER_20,NewMedia23,458829,2443,5631,532426, 57, 78,0.12611
1634.9,USER_20,NewMedia23,5345,1789,2360,26706, 60, 78,0.20363
1635.9,USER_20,NewMedia23,16507,2030,1632,29890, 63, 80,0.4607
1636.9,USER_20,NewMedia23,10358,3212,1319,29141, 61, 75,0.63435
1637.9,USER_20,NewMedia23,23887,1695,2576,46181, 66, 60,0.39443
1638.9,USER_20,NewMedia23,19506,1351,1824,35302, 67, 53,0.07301
1639.9,USER_20,NewMedia23,1390,2824,1400,16914, 63, 61,0.29759
1640.9,USER_20,NewMedia23,49383,1980,3426,92517, 63, 56,0.57511
1642.0,USER_20,NewMedia23,44566,5452,8406,113582, 64, 60,0.25984
1642.9,USER_20,NewMedia23,502848,25956,11493,1092142, 43, 43,0.44855
1643.9,USER_20,NewMedia23,3158,1248,2783,21486, 48, 38,0.59315
1644.9,USER_20,NewMedia23,19277,1873,1497,34473, 51, 48,0.86324
1645.9,USER_20,NewMedia23,50889,4547,2484,78723, 48, 57,0.16676
1646.9,USER_20,NewMedia23,455870,12264,7828,565647, 64, 77,0.7871
1647.9,USER_20,NewMedia23,9078,2073,2755,26230, 66, 78,0.19546
1649.0,USER_20,NewMedia23,10537,4827,1754,36833, 63, 66,0.53333
1649.9,USER_20,NewMedia23,21204,5607,2042,62656, 56, 63,0.17295
1650.9,USER_20,NewMedia23,5726,873,3439,28632, 61, 61,0.44967
1651.9,USER_20,NewMedia23,17888,4479,2548,49976, 51, 54,0.28408
1652.9,USER_20,NewMedia23,19221,1530,1372,41645, 50, 51,0.47577
1653.9,USER_20,NewMedia23,4773,1513,1650,28737, 51, 37,0.82477
1654.9,USER_20,NewMedia23,197363,21563,14206,345819, 48, 50,0.27318
1655.9,USER_20,NewMedia23,28503,2633,1188,50157, 44, 56,0.75625
1656.9,USER_20,NewMedia23,97893,287,324,112524, 34, 54,0.31146
1657.9,USER_20,NewMedia23,4707,908,1602,20820, 40, 66,0.80275
1658.9,USER_20,NewMedia23,21252,10741,1599,70047, 27, 57,0.14951
1659.9,USER_20,NewMedia23,39480,4012,2812,174062, 16, 61,0.252
1660.9,USER_20,NewMedia23,13136,4756,5012,41104, 41, 66,0.13739
1661.9,USER_20,NewMedia23,3286,2751,2449,23310, 44, 63,0.16998
1662.9,USER_20,NewMedia23,28589,4281,2652,49273, 61, 44,0.36697
1663.9,USER_20,NewMedia23,7090,1858,1966,26382, 81, 40,0.10918
1664.9,USER_20,NewMedia23,50570,5127,1575,80675, 66, 41,0.81665
1665.9,USER_20,NewMedia23,7975,1845,1166,33099, 54, 34,0.88139
1667.0,USER_20,NewMedia23,61553,13092,4745,186105, 38, 38,0.26204
1667.9,USER_20,NewMedia23,39175,3102,2794,69427, 37, 34,0.5723
1668.9,USER_20,NewMedia23,351046,45038,9055,758589, 26, 34,0.78192
1669.9,USER_20,NewMedia23,389697,6172,5910,603118, 20, 29,0.33354
1670.9,USER_20,NewMedia23,7551,1333,845,35277, 16, 54,0.80972
1671.9,USER_20,NewMedia23,61799,4249,4497,113319, 16, 60,0.12365
1672.9,USER_20,NewMedia23,3698,2210,1685,19721, 35, 70,0.25824
1673.9,USER_20,NewMedia23,7995,650,1414,21127, 50, 90,0.27136
1674.9,USER_20,NewMedia23,5811,2096,3063,45656, 57, 78,0.29496
1675.9,USER_20,NewMedia23,191040,7363,4670,326875, 48, 77,0.14006
1676.9,USER_20,NewMedia23,6602,2738,2576,21852, 54, 70,0.14783
1677.9,USER_20,NewMedia23,6227,642,1366,19778, 54, 67,0.224
1678.9,USER_20,NewMedia23,257793,1830,2217,285187, 57, 66,0.18068
1679.9,USER_20,NewMedia23,231000,4210,7349,320288, 67, 78,0.54536
1680.9,USER_20,NewMedia23,3950,1384,700,17656, 53, 80,0.35194
1681.9,USER_20,NewMedia23,7772,506,1324,21626, 51, 90,0.15441
1682.9,USER_20,NewMedia23,288860,3916,6585,383335, 48, 87,0.66283
1683.9,USER_20,NewMedia23,625805,26361,20417,977177, 41, 74,0.68492
1685.0,USER_20,NewMedia23,393457,6750,3014,503384, 34, 51,0.89659
1685.9,USER_20,NewMedia23,78510,5339,1727,111313, 27, 40,0.2419
1686.9,USER_20,NewMedia23,41616,2534,928,70310, 21, 38,0.39825
1687.9,USER_20,NewMedia23,24054,1294,1575,36382, 34, 38,0.76061
1688.9,USER_20,NewMedia23,58161,7843,4327,195199, 35, 47,0.71942
1689.9,USER_20,NewMedia23,41704,762,2988,88079, 35, 48,0.16765
1690.9,USER_20,NewMedia23,11268,2088,1269,36428, 38, 54,0.30171
1692.0,USER_20,NewMedia23,3246,1704,1762,15162, 43, 63,0.25182
1692.9,USER_20,NewMedia23,8270,4575,2397,43407, 51, 67,0.0
1693.9,USER_20,NewMedia23,24674,978,1133,49606, 50, 75,0.38563
1694.9,USER_20,NewMedia23,126278,5568,2827,231176, 41, 64,0.79829
1695.9,USER_20,NewMedia23,15523,1696,1688,37751, 34, 61,0.19018
1696.9,USER_20,NewMedia23,61040,3400,1775,101100, 27, 57,0.7352
1697.9,USER_20,NewMedia23,2778,522,1453,15882, 37, 48,0.15909
1698.9,USER_20,NewMedia23,25891,6389,5127,78741, 51, 50,0.75059
1699.9,USER_20,NewMedia23,291368,12404,8337,474511, 44, 54,0.5099
1700.9,USER_20,NewMedia23,3282,3082,1513,20863, 54, 56,0.77001
1701.9,USER_20,NewMedia23,45915,1529,1288,68005, 48, 56,0.13836
1702.9,USER_20,NewMedia23,40269,2267,1370,66925, 40, 57,0.37167
1703.9,USER_20,NewMedia23,75758,4738,2605,106366, 48, 48,0.3842
1704.9,USER_20,NewMedia23,96037,8650,5210,214856, 38, 40,0.69541
1705.9,USER_20,NewMedia23,555173,4783,12486,721559, 40, 41,0.28771
1706.9,USER_20,NewMedia23,588765,38704,8312,865083, 35, 44,0.4133
1707.9,USER_20,NewMedia23,94613,5751,2688,224703, 17, 26,0.26843
1708.9,USER_20,NewMedia23,359634,3340,2926,398445, 23, 41,0.63175
1710.0,USER_20,NewMedia23,36101,5963,5318,141567, 20, 54,0.43454
1710.9,USER_20,NewMedia23,88969,3909,3442,116740, 35, 54,0.16027
1711.9,USER_20,NewMedia23,121172,4966,4027,174080, 50, 77,0.65736
1712.9,USER_20,NewMedia23,683317,6737,2878,831912, 35, 75,0.56323
1713.9,USER_20,NewMedia23,419011,15516,6423,585923, 30, 67,0.48001
1714.9,USER_20,NewMedia23,1042114,117692,83040,1938187, 27, 69,0.73811
