time,MEDIA_ID,delta,beta1,beta2,totalPower,attention,meditation,FPOGX
1852.9,NewMedia6,8024,1052,1356,19915, 54, 67,0.35109
1853.9,NewMedia6,847,1643,1008,10009, 61, 74,0.40251
1854.9,NewMedia6,37915,2003,2381,62950, 64, 69,0.43637
1855.9,NewMedia6,5774,2234,1605,21518, 61, 60,0.0
1856.9,NewMedia6,2587,749,1962,12581, 67, 69,0.45762
1857.9,NewMedia6,6201,2323,764,14699, 66, 75,0.48653
1858.9,NewMedia6,62461,1540,1183,99180, 56, 74,0.52544
1859.9,NewMedia6,52278,2726,2764,81924, 54, 67,0.49561
1860.9,NewMedia6,4326,763,1011,13244, 50, 74,0.47364
1861.9,NewMedia6,73143,4064,1313,95197, 44, 66,0.6332
1862.9,NewMedia6,2676,898,1075,13919, 54, 64,0.59263
1864.0,NewMedia6,35079,27040,10636,191107, 53, 69,0.63502
1864.9,NewMedia6,10798,978,1239,21154, 51, 48,0.49643
1865.9,NewMedia6,14353,5167,1102,47692, 47, 50,0.4934
1866.9,NewMedia6,139850,6889,2899,197990, 40, 53,0.0
1867.9,NewMedia6,116945,1638,756,137776, 34, 61,0.51702
1868.9,NewMedia6,4729,1556,1081,18574, 29, 69,0.48679
1869.9,NewMedia6,157592,6225,1353,216164, 26, 67,0.49633
1870.9,NewMedia6,61383,2486,2646,95760, 29, 57,0.50072
1871.9,NewMedia6,3466,1187,464,12509, 35, 56,0.48798
1872.9,NewMedia6,185873,573,353,206000, 20, 43,0.59002
1873.9,NewMedia6,30399,2548,1133,48663, 29, 51,0.48401
1874.9,NewMedia6,109551,3446,1039,151740, 21, 54,0.49582
1875.9,NewMedia6,40445,2644,1302,74724, 17, 48,0.49649
1876.9,NewMedia6,145119,4704,2300,187975, 27, 53,0.50488
1877.9,NewMedia6,955460,44011,20294,1283394, 26, 37,0.5989
1878.9,NewMedia6,762370,6043,14292,862998, 41, 50,0.0
1879.9,NewMedia6,34362,1020,1477,48452, 50, 44,0.63588
1880.9,NewMedia6,264480,13666,11088,316649, 66, 47,0.6288
1882.0,NewMedia6,5646,596,1057,13387, 77, 61,0.60097
1882.9,NewMedia6,85613,18337,6492,155595, 75, 56,0.59355
1883.9,NewMedia6,10260,3269,1136,32382, 67, 66,0.59791
1884.9,NewMedia6,37840,1294,1253,69067, 50, 75,0.50691
1885.9,NewMedia6,218421,15539,9219,402186, 38, 69,0.18725
1886.9,NewMedia6,19414,1500,1171,49898, 27, 67,0.36373
1887.9,NewMedia6,49280,3066,2141,87286, 29, 60,0.50702
1888.9,NewMedia6,154257,16112,4691,230510, 37, 66,0.0
1889.9,NewMedia6,4388,2944,2076,24446, 43, 66,0.0
1890.9,NewMedia6,17647,2833,1638,52567, 44, 75,0.53248
1891.9,NewMedia6,18579,668,2758,36791, 53, 74,0.47969
1892.9,NewMedia6,135848,4570,1231,188205, 43, 60,0.60717
1893.9,NewMedia6,68672,2737,2257,95210, 38, 51,0.49627
1894.9,NewMedia6,47073,1149,1683,70792, 43, 38,0.4893
1895.9,NewMedia6,3326,2012,1859,14703, 47, 24,0.61883
1896.9,NewMedia6,19475,5844,1378,77719, 48, 34,0.60802
1897.9,NewMedia6,3512,1385,661,16843, 44, 38,0.53122
1898.9,NewMedia6,63450,3936,1897,90946, 44, 35,0.17493
1899.9,NewMedia6,90677,2188,1208,125031, 27, 57,0.39859
1900.9,NewMedia6,1789,1114,1436,8495, 50, 50,0.0
1901.9,NewMedia6,194396,1498,617,219237, 41, 41,0.23532
1902.9,NewMedia6,34502,12454,4971,131283, 38, 51,0.16109
1903.9,NewMedia6,22751,3923,1371,58417, 40, 51,0.18086
1904.9,NewMedia6,410656,3933,8851,504881, 29, 51,0.39284
1905.9,NewMedia6,4796,2089,995,26854, 35, 66,0.38552
1907.0,NewMedia6,239104,20573,12715,374224, 41, 64,0.56704
1907.9,NewMedia6,4425,3302,2366,19220, 60, 48,0.21273
1908.9,NewMedia6,6147,946,2120,22665, 63, 60,0.22135
1909.9,NewMedia6,8335,1320,1409,23867, 69, 54,0.41077
1910.9,NewMedia6,101917,19404,7212,289197, 61, 61,0.41796
1911.9,NewMedia6,150655,9337,3097,204517, 50, 80,0.1713
1912.9,NewMedia6,7903,2003,1849,31645, 44, 80,0.62049
1913.9,NewMedia6,1938,1394,1507,11308, 51, 77,0.72493
1914.9,NewMedia6,3759,831,939,10620, 63, 78,0.57171
1915.9,NewMedia6,88321,1191,292,108481, 51, 67,0.46931
1916.9,NewMedia6,175365,1098,1358,206834, 44, 57,0.41158
1917.9,NewMedia6,4718,2550,2172,18431, 43, 61,0.18712
1918.9,NewMedia6,2498,1489,1839,11423, 51, 50,0.2179
1919.9,NewMedia6,55116,1809,2681,91549, 64, 54,0.188
1920.9,NewMedia6,6328,2858,2093,32462, 70, 60,0.19359
1921.9,NewMedia6,3803,2322,1371,16497, 67, 44,0.69594
1922.9,NewMedia6,1936,1201,1180,9396, 63, 54,0.22772
1923.9,NewMedia6,29030,1119,555,36561, 64, 51,0.32216
1925.0,NewMedia6,562461,20880,4797,684038, 60, 38,0.46057
1925.9,NewMedia6,4366,818,1104,19053, 54, 54,0.21106
1926.9,NewMedia6,35833,14292,2065,123584, 37, 51,0.27775
1927.9,NewMedia6,4318,1099,1818,27272, 37, 53,0.44469
1928.9,NewMedia6,15099,2024,2347,29750, 48, 60,0.59828
1929.9,NewMedia6,90424,11679,7010,171271, 50, 57,0.49618
1930.9,NewMedia6,43679,4695,4984,109792, 60, 63,0.46915
1931.9,NewMedia6,1610,3397,2654,16887, 69, 53,0.4989
1932.9,NewMedia6,92652,667,1570,105124, 66, 51,0.60985
1933.9,NewMedia6,243427,11010,3646,331820, 60, 50,0.59216
1934.9,NewMedia6,6203,2005,1677,20095, 64, 40,0.51442
1935.9,NewMedia6,250602,6298,2491,286423, 54, 50,0.49195
1936.9,NewMedia6,1683,743,1063,12221, 53, 56,0.4397
1937.9,NewMedia6,264903,8265,2458,347977, 50, 57,0.0
1938.9,NewMedia6,28555,9050,6100,62578, 53, 61,0.52837
1939.9,NewMedia6,83346,2268,1744,109994, 51, 60,0.57927
1940.9,NewMedia6,89085,15833,6096,161130, 51, 64,0.53646
1941.9,NewMedia6,74870,3407,3385,142086, 54, 54,0.20729
1943.0,NewMedia6,6212,8728,2266,30512, 51, 50,0.29509
1943.9,NewMedia6,484948,2335,3337,684105, 40, 54,0.60357
1944.9,NewMedia6,24782,3070,5029,58527, 44, 54,0.68113
1945.9,NewMedia6,15330,2955,665,51679, 35, 67,0.72405
1946.9,NewMedia6,5809,920,1265,19269, 30, 77,0.21294
1947.9,NewMedia6,87454,3152,2005,126592, 41, 66,0.28778
1948.9,NewMedia6,174806,4352,1941,239227, 26, 64,0.53935
1950.0,NewMedia6,321705,9402,16520,509289, 41, 66,0.29691
1950.9,NewMedia6,97542,6335,2308,136709, 38, 70,0.44548
1951.9,NewMedia6,957131,13552,15026,1407826, 34, 70,0.64149
1952.9,NewMedia2,1325,2138,2691,12588, 56, 66,0.23455
1953.9,NewMedia2,160588,9033,6270,323276, 48, 57,0.32697
1954.9,NewMedia2,39571,5200,4025,116331, 44, 47,0.58659
1955.9,NewMedia2,7131,2105,3077,19633, 67, 51,0.39501
1956.9,NewMedia2,52891,13231,6803,213450, 48, 51,0.37404
1957.9,NewMedia2,701847,15116,8822,866365, 51, 56,0.54158
1958.9,NewMedia2,2245,1283,1382,13125, 61, 60,0.61945
1959.9,NewMedia2,184150,996,3105,203625, 53, 40,0.24954
1960.9,NewMedia2,9693,1641,1570,27939, 60, 38,0.36829
1961.9,NewMedia2,579128,10560,5532,724388, 56, 34,0.49787
1962.9,NewMedia2,591752,11633,3580,666985, 44, 38,0.72973
1963.9,NewMedia2,693264,21395,18327,787262, 48, 50,0.31111
1964.9,NewMedia2,1136966,23030,60103,1492718, 54, 40,0.44769
1965.9,NewMedia2,93832,9948,7876,222532, 60, 35,0.53727
1966.9,NewMedia2,1164149,24547,14540,1372736, 64, 30,0.22534
1968.0,NewMedia2,68318,5097,7501,145442, 56, 38,0.36604
1968.9,NewMedia2,9114,1504,2310,20459, 61, 44,0.41344
1969.9,NewMedia2,16179,1492,1415,27456, 67, 51,0.28286
1970.9,NewMedia2,169529,2022,1226,187522, 67, 37,0.5088
1971.9,NewMedia2,4022,3028,1247,19048, 67, 47,0.7497
1972.9,NewMedia2,1082,666,2749,8487, 77, 51,0.37878
1973.9,NewMedia2,262596,2475,5238,370485, 66, 60,0.43312
1975.0,NewMedia2,46645,770,1586,74981, 64, 61,0.22902
1975.9,NewMedia2,8089,904,1478,19245, 67, 61,0.49625
1976.9,NewMedia2,21301,2017,2214,41107, 53, 63,0.76311
1977.9,NewMedia2,108086,1384,2616,129855, 61, 64,0.37255
1978.9,NewMedia2,1235,1327,1044,10351, 70, 67,0.62316
1979.9,NewMedia2,53133,1429,778,70952, 60, 54,0.21628
1980.9,NewMedia2,1542,1118,728,9162, 60, 61,0.43007
1981.9,NewMedia2,227103,12850,7805,487774, 48, 40,0.65525
1982.9,NewMedia2,31296,1195,681,47500, 35, 41,0.33358
1983.9,NewMedia2,53408,2864,1148,73425, 37, 43,0.55146
1984.9,NewMedia2,53971,1938,2931,93854, 29, 40,0.22436
1985.9,NewMedia2,942,1059,1923,17366, 44, 50,0.47148
1986.9,NewMedia2,18222,3325,2140,40122, 54, 53,0.48343
1987.9,NewMedia2,54570,4991,1505,80772, 54, 48,0.66478
1988.9,NewMedia2,3161,936,1419,12477, 67, 48,0.34261
1989.9,NewMedia2,37955,2849,1681,77473, 56, 47,0.48107
1990.9,NewMedia2,200528,15093,11144,402671, 48, 43,0.42451
1991.9,NewMedia2,1301,1262,1462,10131, 60, 54,0.26287
1992.9,NewMedia24,54664,1358,1744,73953, 51, 54,0.13876
1993.9,NewMedia24,12059,795,3371,22626, 70, 57,0.47315
1994.9,NewMedia24,5021,1001,1404,15687, 83, 69,0.24269
1995.9,NewMedia24,36573,2363,1773,60459, 74, 61,0.48189
1996.9,NewMedia24,37323,2852,2039,63745, 70, 54,0.13406
1997.9,NewMedia24,2300,1187,1104,10255, 66, 56,0.2487
1998.9,NewMedia24,69733,898,3414,151988, 51, 47,0.40989
1999.9,NewMedia24,46094,1971,2236,77740, 51, 56,0.67138
2000.9,NewMedia24,69833,1375,341,89749, 38, 57,0.2419
2001.9,NewMedia24,881285,19081,32484,1251630, 27, 57,0.46708
2002.9,NewMedia24,59468,5731,1670,99062, 29, 70,0.56963
2003.9,NewMedia24,365521,11916,7904,460699, 34, 69,0.73116
2004.9,NewMedia24,503734,13368,10521,712149, 43, 69,0.75867
2005.9,NewMedia24,760460,10975,3913,845213, 40, 60,0.20148
2007.0,NewMedia24,115944,14786,8675,246905, 43, 56,0.38947
2007.9,NewMedia24,464298,4449,8920,543555, 47, 50,0.22907
2008.9,NewMedia24,122329,4492,1707,162553, 44, 53,0.38517
2009.9,NewMedia24,24508,3131,5785,64815, 53, 57,0.5049
2011.0,NewMedia24,2983,2404,1909,12690, 66, 40,0.75742
2011.9,NewMedia24,2821,1040,974,13670, 64, 41,0.21022
2012.9,NewMedia24,32331,3166,1705,85646, 61, 47,0.26164
2013.9,NewMedia24,4425,1414,1058,13404, 63, 48,0.47509
2014.9,NewMedia24,8716,1715,2474,23113, 60, 50,0.71697
2015.9,NewMedia24,33888,5050,2216,55392, 61, 60,0.79394
2016.9,NewMedia24,5411,2189,2148,20258, 77, 54,0.19693
2017.9,NewMedia24,1244,3308,1603,16739, 75, 61,0.42013
2018.9,NewMedia24,8777,710,1574,14926, 81, 66,0.63595
2019.9,NewMedia24,77103,2228,1750,106943, 75, 63,0.78642
2020.9,NewMedia24,2273,1773,925,11705, 70, 67,0.2213
2021.9,NewMedia24,39541,4325,2201,71780, 66, 78,0.48234
2022.9,NewMedia24,6966,703,1206,15891, 57, 87,0.64046
2023.9,NewMedia24,3425,1237,2346,11682, 78, 77,0.14648
2024.9,NewMedia24,2435,1126,1072,8517, 83, 66,0.15394
2025.9,NewMedia24,1876,1155,1651,10430, 93, 50,0.41413
2026.9,NewMedia24,216133,2403,1608,250055, 81, 38,0.65668
2027.9,NewMedia24,134194,725,2106,142686, 78, 44,0.37065
2029.0,NewMedia24,1056,530,1360,6787, 81, 50,0.0
2029.9,NewMedia24,108693,2633,2294,137404, 70, 51,0.81182
2030.9,NewMedia24,6902,656,1158,19455, 80, 66,0.28724
2032.0,NewMedia24,6041,1238,1449,14036, 77, 74,0.0
2032.9,NewMedia24,4391,989,1002,12143, 69, 64,0.79757
2033.9,NewMedia24,74041,2751,1128,97885, 64, 67,0.76796
2034.9,NewMedia24,8861,1804,2492,23971, 69, 66,0.28105
2035.9,NewMedia24,15172,5284,2137,34878, 66, 56,0.48114
2036.9,NewMedia24,279240,3699,6409,442651, 53, 56,0.38598
2037.9,NewMedia24,5996,1387,1802,26147, 57, 56,0.50753
2038.9,NewMedia24,1783,1362,1475,11692, 57, 60,0.69264
2039.9,NewMedia24,135249,26446,9100,235069, 54, 66,0.60075
2040.9,NewMedia24,2323,703,1851,18998, 66, 78,0.1342
2041.9,NewMedia24,30600,1116,639,47393, 60, 61,0.33821
2042.9,NewMedia24,132421,38783,22441,266492, 61, 54,0.21448
2043.9,NewMedia24,1472,1211,704,12551, 56, 47,0.70447
2044.9,NewMedia24,5732,1478,906,17118, 54, 56,0.3887
2045.9,NewMedia24,28646,4572,2585,42028, 75, 63,0.69328
2046.9,NewMedia24,513,416,835,7504, 69, 69,0.71408
2047.9,NewMedia24,9948,1411,1179,26269, 70, 78,0.786
2048.9,NewMedia24,4026,3231,613,21066, 63, 69,0.29494
2049.9,NewMedia24,962,1718,2523,12235, 61, 77,0.60895
2050.9,NewMedia24,649,1419,1915,14117, 61, 70,0.18098
2051.9,NewMedia24,3522,2683,1919,18970, 67, 63,0.44035
2052.9,NewMedia24,268535,1592,732,302136, 61, 44,0.7339
2054.0,NewMedia24,1009,1353,1901,15195, 54, 34,0.11441
2054.9,NewMedia24,3869,1172,1003,10553, 60, 27,0.31866
2055.9,NewMedia24,14375,3591,1432,58706, 44, 43,0.54112
2056.9,NewMedia24,28534,2300,4831,46426, 70, 57,0.81028
2057.9,NewMedia24,90614,1110,551,95597, 70, 50,0.59717
2058.9,NewMedia24,2461,2036,1852,16350, 66, 57,0.14527
2059.9,NewMedia24,1770,1190,1353,10707, 83, 50,0.50244
2060.9,NewMedia24,4663,1043,1407,15938, 75, 56,0.75889
2061.9,NewMedia24,5611,784,1706,14683, 81, 77,0.18969
2062.9,NewMedia24,2454,486,1115,11100, 81, 61,0.49404
2063.9,NewMedia24,58489,6448,2401,102989, 69, 51,0.77019
2064.9,NewMedia24,4901,3206,2060,26790, 67, 50,0.24326
2065.9,NewMedia24,25962,3934,2509,57422, 56, 51,0.55021
2066.9,NewMedia24,4323,819,3159,11047, 70, 50,0.62204
2067.9,NewMedia24,1759,1822,1856,16784, 77, 66,0.73449
2068.9,NewMedia24,91845,2586,705,120931, 61, 56,0.7149
2069.9,NewMedia24,4599,915,1468,17088, 61, 51,0.77181
2070.9,NewMedia24,1381,639,2331,12783, 48, 67,0.23187
2072.0,NewMedia24,6203,2903,2027,27331, 44, 53,0.21536
2072.9,NewMedia24,181995,2043,511,209959, 43, 35,0.2255
2073.9,NewMedia24,3048,1798,1547,13779, 47, 47,0.26266
2074.9,NewMedia18,2263,1063,2619,11204, 54, 38,0.38622
2075.9,NewMedia18,90175,3298,1256,105644, 53, 41,0.62377
2076.9,NewMedia18,3050,865,1170,10006, 75, 51,0.33321
2077.9,NewMedia18,15439,1372,1610,44707, 63, 38,0.38073
2078.9,NewMedia18,30419,7562,2447,89158, 43, 44,0.3761
2079.9,NewMedia18,434801,9110,14590,527667, 47, 43,0.52548
2080.9,NewMedia18,48515,3513,656,121648, 21, 50,0.36854
2081.9,NewMedia18,21173,4479,3241,73664, 21, 54,0.36884
2082.9,NewMedia18,1223,1847,1879,16665, 30, 48,0.39373
2083.9,NewMedia18,554673,17572,4383,618381, 26, 53,0.4635
2084.9,NewMedia18,207906,6957,6495,277454, 44, 53,0.40101
2085.9,NewMedia18,510527,5355,12421,742183, 44, 37,0.49051
2087.9,NewMedia18,891234,3258,7729,988555, 38, 24,0.40417
2088.9,NewMedia18,304890,2171,3213,328990, 41, 26,0.4076
2089.9,NewMedia18,92037,8363,13071,189422, 43, 34,0.52673
2090.9,NewMedia18,204385,8533,3020,283275, 40, 43,0.41471
2091.9,NewMedia18,74073,957,689,79635, 47, 44,0.52571
2092.9,NewMedia18,1122,1134,1062,14297, 43, 35,0.53246
2093.9,NewMedia18,5738,2220,1354,33762, 35, 38,0.51978
2094.9,NewMedia18,2506,1764,2396,17967, 50, 44,0.53216
2095.9,NewMedia18,161987,4285,3251,205934, 43, 60,0.53902
2097.0,NewMedia18,5321,1278,1623,13084, 53, 67,0.49578
2097.9,NewMedia18,159591,4920,1346,219394, 47, 57,0.46379
2098.9,NewMedia18,24592,1317,1619,41887, 41, 67,0.35469
2099.9,NewMedia18,3348,927,1263,12066, 47, 80,0.39622
2100.9,NewMedia18,1155,1677,2392,16951, 43, 81,0.3683
2100.9,NewMedia18,1476,302,2892,11019, 66, 93,0.3683
