time,user_id,media_name,delta,alpha1,alpha2,beta1,beta2,totalPower,attention,meditation,FPOGX
931.9,USER_9,NewMedia24,4656,1498,1167,1796,2526,16747, 30, 37,0.54927
932.9,USER_9,NewMedia24,4819,1435,4047,6518,2575,29747, 47, 41,0.2932
933.9,USER_9,NewMedia24,6932,901,10654,3290,3295,34629, 40, 56,0.5962
934.9,USER_9,NewMedia24,36955,4368,14853,5253,4336,97140, 47, 70,0.63309
935.9,USER_9,NewMedia24,166117,1318,2167,1533,2932,203529, 34, 57,0.21561
936.9,USER_9,NewMedia24,855893,40444,37283,25801,20710,1576409, 20, 48,0.7245
937.9,USER_9,NewMedia24,18725,736,1817,2695,3356,49645, 20, 23,0.45176
938.9,USER_9,NewMedia24,850108,212786,110256,134662,84632,2032045, 20, 21,0.22056
939.9,USER_9,NewMedia24,65226,5921,2019,2067,3102,100451, 21, 34,0.36458
940.9,USER_9,NewMedia24,317087,4187,16026,4091,13343,387356, 41, 48,0.58712
941.9,USER_9,NewMedia24,363108,2322,7310,5051,12236,488536, 40, 48,0.60104
942.9,USER_9,NewMedia24,557183,15909,7397,7484,24413,696692, 47, 41,0.74546
943.9,USER_9,NewMedia24,258346,9120,6758,2299,10179,340682, 53, 44,0.37088
944.9,USER_9,NewMedia24,42955,10543,3583,4023,11000,125886, 50, 40,0.65083
945.9,USER_9,NewMedia24,34767,7033,2029,991,1992,63923, 48, 61,0.83457
946.9,USER_9,NewMedia24,520814,47693,50239,15676,25335,1213612, 34, 56,0.84259
947.9,USER_9,NewMedia24,85332,1180,717,382,3135,104934, 29, 40,0.83504
948.9,USER_9,NewMedia24,579328,7552,7436,11177,80799,767367, 48, 29,0.26622
949.9,USER_9,NewMedia24,914068,27653,44392,12874,89722,1357977, 56, 17,0.56028
950.9,USER_9,NewMedia24,7656,4351,1908,3254,8978,69420, 70, 20,0.82381
951.9,USER_9,NewMedia24,302140,4665,1989,8421,12081,407674, 74, 17,0.55956
952.9,USER_9,NewMedia24,121334,11600,17789,22098,27857,247073, 63, 30,0.82786
953.9,USER_9,NewMedia24,93930,19632,4803,5367,5329,233834, 48, 29,0.18734
954.9,USER_9,NewMedia24,476037,12977,32357,19400,21061,759624, 40, 30,0.30394
955.9,USER_9,NewMedia24,1004305,224253,195445,192060,249084,2671751, 38, 44,0.33039
956.9,USER_9,NewMedia24,97115,2569,4161,7052,9151,190662, 26, 27,0.64883
957.9,USER_9,NewMedia24,2413379,50987,7428,16317,90721,2906939, 41, 26,0.22866
958.9,USER_9,NewMedia24,482550,10498,2983,6429,17097,603960, 50, 24,0.48358
959.9,USER_9,NewMedia24,1521152,26294,19884,6634,8194,1635209, 44, 37,0.52907
960.9,USER_9,NewMedia24,537922,40605,56006,18889,22586,976957, 40, 51,0.43116
961.9,USER_9,NewMedia24,313237,11751,14525,4325,10245,418861, 35, 63,0.37187
962.9,USER_9,NewMedia24,620288,17122,15343,5431,13481,772865, 27, 69,0.54883
963.9,USER_9,NewMedia24,38257,620,2014,3130,2393,61003, 30, 50,0.7855
964.9,USER_9,NewMedia24,148783,364,2586,1075,4081,162453, 51, 50,0.17795
965.9,USER_9,NewMedia24,440627,30130,36611,9634,47489,783294, 51, 44,0.44294
966.9,USER_9,NewMedia24,793445,11854,19974,12446,38024,1071219, 57, 38,0.63343
967.9,USER_9,NewMedia24,1933,4122,3970,3323,10618,37122, 69, 50,0.76162
968.9,USER_9,NewMedia24,958,360,2082,2976,9376,25412, 80, 41,0.61117
969.9,USER_9,NewMedia24,490518,4150,2528,3292,12149,550702, 84, 35,0.84125
970.9,USER_9,NewMedia24,1046,965,1162,5846,8845,29723, 100, 30,0.32526
971.9,USER_9,NewMedia24,58269,6611,4317,8888,10452,132782, 93, 24,0.60576
972.9,USER_9,NewMedia24,130569,18521,18567,21336,53677,390911, 77, 26,0.73771
973.9,USER_9,NewMedia24,35702,7717,3128,7147,26854,155294, 80, 24,0.17109
974.9,USER_9,NewMedia24,2056,2985,1477,7506,7359,41478, 74, 30,0.38411
975.9,USER_9,NewMedia24,2808,991,182,1465,12722,29683, 91, 17,0.49526
976.9,USER_9,NewMedia24,47848,12396,3432,1527,12943,127348, 88, 23,0.5556
977.9,USER_9,NewMedia24,45542,2662,12001,5701,7711,152330, 75, 27,0.66883
978.9,USER_9,NewMedia24,70596,2706,1717,3994,9617,125585, 67, 21,0.85386
979.9,USER_9,NewMedia24,1352,2946,2945,4616,13827,50902, 57, 35,0.28125
980.9,USER_9,NewMedia24,26786,4099,3904,4343,18659,93321, 64, 27,0.60018
981.9,USER_9,NewMedia24,165607,25304,4827,1930,19678,368512, 66, 27,0.22905
982.9,USER_9,NewMedia24,506931,7777,18848,21337,50220,791086, 64, 29,0.1753
983.9,USER_9,NewMedia24,5391,3921,6584,4155,7580,52908, 56, 38,0.1833
984.9,USER_9,NewMedia24,1444,2445,3078,3848,13785,43114, 61, 41,0.50679
985.9,USER_9,NewMedia24,3322,742,7094,4657,9353,41336, 75, 50,0.65247
986.9,USER_9,NewMedia24,95308,2909,3521,2380,25103,145623, 87, 50,0.71271
987.9,USER_9,NewMedia24,3614,1198,2703,7782,10540,31809, 97, 40,0.4034
988.9,USER_9,NewMedia24,578927,64044,22146,36002,85195,882890, 91, 47,0.63989
989.9,USER_9,NewMedia24,758647,32778,12407,10038,33127,971695, 84, 44,0.27526
990.9,USER_9,NewMedia24,1366014,13722,18006,24356,75133,1711138, 74, 41,0.70996
991.9,USER_9,NewMedia24,33656,4134,1781,6541,13389,91737, 66, 38,0.22531
992.9,USER_9,NewMedia24,2252,798,2655,4024,11962,56759, 70, 26,0.64281
993.9,USER_9,NewMedia24,11137,4760,3172,3979,8955,45446, 80, 29,0.65601
994.9,USER_9,NewMedia24,110450,10812,15306,21074,45122,300122, 84, 38,0.31052
995.9,USER_9,NewMedia24,778232,29250,31392,11954,29558,1085388, 74, 47,0.47419
996.9,USER_9,NewMedia24,113594,2704,1977,4789,16813,172242, 67, 41,0.35495
997.9,USER_9,NewMedia24,1000533,3855,6020,2493,10438,1169094, 51, 21,0.55396
998.9,USER_9,NewMedia24,79720,4681,8511,5247,10203,192211, 37, 14,0.72565
999.9,USER_9,NewMedia24,64946,1944,3345,8003,4076,111729, 37, 7,0.23712
1000.9,USER_9,NewMedia24,147021,7966,845,2459,9827,186934, 35, 20,0.12109
1001.9,USER_9,NewMedia15,319365,7628,6779,8491,11127,406225, 41, 35,1.25219
1002.9,USER_9,NewMedia15,922,759,697,6472,10374,32118, 69, 29,0.54501
1003.9,USER_9,NewMedia15,106825,2737,7829,31204,45972,316515, 81, 23,0.31291
1004.9,USER_9,NewMedia15,642953,1992,10800,13600,27667,772113, 80, 11,0.36798
1005.9,USER_9,NewMedia15,51913,7735,50368,22952,32993,255964, 84, 21,0.43993
1006.9,USER_9,NewMedia15,2671,5829,1579,2238,8020,34482, 67, 40,0.66071
1007.9,USER_9,NewMedia15,523990,28825,38705,46526,23115,846156, 54, 56,0.4574
1008.9,USER_9,NewMedia15,161274,3362,3196,4445,4118,199731, 47, 60,0.44376
1009.9,USER_9,NewMedia15,739037,8361,43757,12090,59526,1136123, 41, 43,0.52111
1010.9,USER_9,NewMedia15,552201,14780,14007,38627,49276,821568, 38, 30,0.53738
1011.9,USER_9,NewMedia15,499307,8746,13580,6735,16418,606607, 43, 29,0.54288
1012.9,USER_9,NewMedia15,3191,1316,1116,4104,7838,31824, 60, 26,0.4544
1013.9,USER_9,NewMedia15,3870,1970,2237,3752,8294,30047, 70, 30,0.56876
1014.9,USER_9,NewMedia15,51428,1373,3979,8721,6740,114253, 66, 29,0.46638
1015.9,USER_9,NewMedia15,140116,10803,3161,5258,9548,231787, 63, 26,0.65032
1016.9,USER_9,NewMedia15,1749,1899,1208,2700,6217,27192, 56, 27,0.44437
1017.9,USER_9,NewMedia15,149304,4334,8933,9204,7700,216593, 43, 27,0.84295
1018.9,USER_9,NewMedia15,28388,1626,3884,2318,7868,52038, 56, 41,0.5318
1019.9,USER_9,NewMedia15,2382,1030,3479,2279,3737,20460, 66, 51,0.46607
1020.9,USER_9,NewMedia15,4515,2356,3507,3742,7384,35314, 67, 60,0.53497
1021.9,USER_9,NewMedia15,864,2478,1659,2119,9900,33486, 80, 57,0.65845
1022.9,USER_9,NewMedia15,968,2322,11255,3332,7189,35106, 70, 66,0.3684
1023.9,USER_9,NewMedia15,4187,2566,8290,2085,15145,46282, 75, 64,0.65476
1024.9,USER_9,NewMedia15,756758,13975,14971,36731,21834,1083729, 60, 53,0.44434
1025.9,USER_9,NewMedia15,733961,5021,2498,3748,8524,809745, 47, 44,0.49344
1026.9,USER_9,NewMedia15,658033,3997,4978,10312,11500,771076, 38, 20,0.83667
1027.9,USER_9,NewMedia15,126842,40251,19941,14327,33172,348776, 30, 21,0.70308
1028.9,USER_9,NewMedia15,1344049,8885,17894,17989,95057,1578373, 48, 23,0.60597
1029.9,USER_9,NewMedia15,905766,9475,5253,17049,46563,1049892, 61, 26,0.86673
1030.9,USER_9,NewMedia15,685568,55079,13349,63182,29625,952139, 64, 43,0.6217
1031.9,USER_9,NewMedia2,33109,13986,10474,4287,7388,95750, 61, 50,0.24741
1032.9,USER_9,NewMedia2,416069,23906,6936,6654,10739,584967, 43, 54,0.50112
1033.9,USER_9,NewMedia2,1659731,61971,32104,58207,33561,1991644, 30, 67,0.70421
1034.9,USER_9,NewMedia2,35143,22774,12213,6880,15125,144463, 29, 67,0.33317
1035.9,USER_9,NewMedia2,8602,3399,4587,7754,4748,48320, 34, 60,0.35288
1036.9,USER_9,NewMedia2,74472,23189,22341,100104,29475,295699, 47, 63,0.56148
1037.9,USER_9,NewMedia2,38245,268,1361,2474,1648,53658, 47, 48,0.79447
1038.9,USER_9,NewMedia2,1470629,7000,9231,5333,11334,1632229, 40, 34,0.23766
1039.9,USER_9,NewMedia2,7933,2260,1209,7985,7398,54773, 41, 17,0.46615
1040.9,USER_9,NewMedia2,791281,16982,43153,29284,16062,976174, 34, 26,0.68807
1041.9,USER_9,NewMedia2,52532,108,2328,617,3537,72848, 40, 29,0.23015
1042.9,USER_9,NewMedia2,449520,94363,45050,14800,60359,1004438, 43, 44,0.43191
1043.9,USER_9,NewMedia2,370727,4905,3053,3485,26926,448780, 48, 48,0.51914
1044.9,USER_9,NewMedia2,441592,24909,36953,45564,64069,799301, 54, 38,0.80537
1045.9,USER_9,NewMedia2,2513,2544,3471,8078,10974,44068, 63, 41,0.46792
1046.9,USER_9,NewMedia2,84879,6627,8087,5212,9609,188792, 61, 34,0.59604
1047.9,USER_9,NewMedia2,38284,9213,9695,2235,7214,82703, 54, 54,0.72129
1048.9,USER_9,NewMedia2,257089,18005,8284,16779,37514,431959, 56, 51,0.30263
1049.9,USER_9,NewMedia2,728684,40625,3430,6993,48139,937654, 51, 57,0.46233
1050.9,USER_9,NewMedia2,394629,6126,12211,4992,11357,490639, 53, 61,0.30094
1051.9,USER_9,NewMedia2,584212,14340,7245,59063,33284,786867, 60, 41,0.45093
1052.9,USER_9,NewMedia2,579834,1333,12456,39040,45674,813756, 56, 29,0.48311
1053.9,USER_9,NewMedia2,5701,4037,3022,1915,5361,35552, 56, 34,0.58842
1054.9,USER_9,NewMedia2,430658,4661,1445,2112,10747,476179, 63, 29,0.80885
1055.9,USER_9,NewMedia2,180383,12485,18141,29496,28037,347596, 60, 37,0.37042
1056.9,USER_9,NewMedia2,638856,4599,7604,2419,26224,1006351, 50, 30,0.4325
1057.9,USER_9,NewMedia2,60085,3145,187,974,4993,98338, 41, 13,0.45862
1058.9,USER_9,NewMedia2,467937,5492,1782,5568,3247,516800, 34, 20,0.59543
1059.9,USER_9,NewMedia2,208300,166,10222,3042,9595,267467, 29, 20,0.53823
1060.9,USER_9,NewMedia8,3038,4912,933,3465,6833,41292, 41, 40,0.27522
1061.9,USER_9,NewMedia8,98458,2923,4062,3133,8687,146010, 48, 47,0.3771
1062.9,USER_9,NewMedia8,104346,4595,3980,8790,12876,157872, 57, 44,0.3954
1063.9,USER_9,NewMedia8,127592,2072,3490,4566,5755,166424, 60, 44,0.33937
1064.9,USER_9,NewMedia8,456058,6268,32396,21545,57234,680077, 61, 43,0.30833
1065.9,USER_9,NewMedia8,3161,4892,789,3799,11553,39406, 70, 47,0.34945
1066.9,USER_9,NewMedia8,18870,294,7959,3809,9808,62184, 69, 51,0.57646
1067.9,USER_9,NewMedia8,663119,14279,17696,5723,7306,746427, 63, 61,0.5988
1068.9,USER_9,NewMedia8,63123,6661,4668,2454,2452,108649, 48, 66,0.37275
1069.9,USER_9,NewMedia8,115832,9624,17518,37014,60314,346105, 43, 60,0.52637
1070.9,USER_9,NewMedia8,1112739,9775,13290,24188,35923,1368787, 38, 50,0.51206
1071.9,USER_9,NewMedia8,675870,11995,3423,24222,22949,865469, 41, 29,0.68633
1072.9,USER_9,NewMedia8,73242,1856,5927,9213,9017,121820, 53, 23,0.31843
1073.9,USER_9,NewMedia8,326329,32170,14070,42636,36419,675756, 43, 23,0.41317
1074.9,USER_9,NewMedia8,10501,3215,14937,5530,8383,67792, 44, 41,0.74348
1075.9,USER_9,NewMedia8,176398,6944,8593,8159,6792,286890, 38, 47,0.47341
1076.9,USER_9,NewMedia8,249937,1663,2935,8318,10317,344214, 30, 34,0.67338
1077.9,USER_9,NewMedia8,2996190,37195,13267,22741,27071,3272042, 30, 38,0.57119
1078.9,USER_9,NewMedia8,630305,4804,7404,8926,9903,696903, 34, 29,0.67819
1079.9,USER_9,NewMedia8,349048,1392,4404,2841,5998,407554, 37, 26,0.3663
1080.9,USER_9,NewMedia8,453297,18233,7149,19713,65370,652922, 48, 38,0.6792
1081.9,USER_9,NewMedia8,70862,5239,6476,3465,7455,114512, 51, 41,0.6665
1082.9,USER_9,NewMedia8,5519,325,5377,5910,15089,52010, 60, 37,0.30843
1083.9,USER_9,NewMedia8,12938,8867,5752,11566,12228,73040, 69, 50,0.61768
1084.9,USER_9,NewMedia8,42693,4956,1829,4399,3980,122274, 51, 44,0.35094
1085.9,USER_9,NewMedia8,592420,49258,14503,22763,70731,831243, 61, 50,0.27131
1086.9,USER_9,NewMedia8,702050,19610,10733,10386,14097,827942, 48, 56,0.54141
1087.9,USER_9,NewMedia8,5204,10098,3979,2732,9912,48768, 44, 60,0.71295
1088.9,USER_9,NewMedia8,54380,1422,4690,1446,10106,93531, 61, 67,0.0
1089.9,USER_9,NewMedia17,14694,2220,13345,3736,21323,80107, 57, 63,0.25698
1090.9,USER_9,NewMedia17,1111051,48781,32687,41040,55043,1631876, 57, 56,0.60396
1091.9,USER_9,NewMedia17,2130064,33930,79063,26603,29114,2415512, 51, 57,0.35043
1092.9,USER_9,NewMedia17,72687,12302,2269,2008,5540,136971, 40, 63,0.67644
1093.9,USER_9,NewMedia17,493194,15746,8088,11027,59309,710766, 40, 53,0.35613
1094.9,USER_9,NewMedia17,138232,10684,10467,6769,7491,188381, 44, 70,0.53412
1095.9,USER_9,NewMedia17,271037,4200,1365,3616,14341,313254, 60, 56,0.60658
1096.9,USER_9,NewMedia17,680632,6953,6515,9994,11329,760916, 64, 53,0.64203
1097.9,USER_9,NewMedia17,1098738,875692,357403,126138,209717,3907726, 50, 70,0.38542
1098.9,USER_9,NewMedia17,1199022,54712,19338,17180,4352,1411579, 34, 66,0.26863
1099.9,USER_9,NewMedia17,311488,12427,4245,14028,4930,369884, 17, 77,0.43249
1100.9,USER_9,NewMedia17,207161,11685,3751,6923,7280,374934, 8, 69,0.56008
1101.9,USER_9,NewMedia17,3330746,8147,72085,47230,78374,4830570, 7, 41,0.41419
1102.9,USER_9,NewMedia17,2026873,39271,10974,7239,34986,2193956, 26, 43,0.53896
1103.9,USER_9,NewMedia17,1538735,20075,1899,1469,10075,1589581, 29, 48,0.56978
1104.9,USER_9,NewMedia17,126523,2711,4574,1186,3310,167863, 35, 56,0.55942
1105.9,USER_9,NewMedia17,30938,3280,4012,1105,2469,99868, 30, 63,0.56394
1106.9,USER_9,NewMedia17,55725,2237,348,1096,2950,76695, 24, 48,0.55558
1107.9,USER_9,NewMedia17,335355,5442,10327,5424,17920,561131, 16, 21,0.44052
1108.9,USER_9,NewMedia17,302303,498,2873,4277,16457,380816, 26, 4,0.37022
1109.9,USER_9,NewMedia17,102537,25412,14497,41339,14863,281474, 38, 16,0.34677
1110.9,USER_9,NewMedia17,2770,5230,2018,2199,16507,43742, 51, 23,0.20859
1111.9,USER_9,NewMedia17,701232,23039,23094,19222,51184,886020, 64, 41,0.51872
1112.9,USER_9,NewMedia17,90516,2837,3745,5127,28993,228566, 63, 41,0.48656
1113.9,USER_9,NewMedia17,14274,4538,4143,6296,4979,49550, 67, 44,0.45099
